CD8 T cells	ZEB1
CD8 T cells	ZFP36L2
CD8 T cells	ZNF22
CD8 T cells	ZNF609
CD8 T cells	ZNF91
Cytotoxic cells	APBA2
Cytotoxic cells	APOL3
Cytotoxic cells	CTSW
Cytotoxic cells	DUSP2
Cytotoxic cells	GNLY
Cytotoxic cells	GZMA
Cytotoxic cells	GZMH
Cytotoxic cells	KLRB1
Cytotoxic cells	KLRD1
Cytotoxic cells	KLRF1
Cytotoxic cells	KLRK1
Cytotoxic cells	NKG7
Cytotoxic cells	RORA
Cytotoxic cells	RUNX3
Cytotoxic cells	SIGIRR
Cytotoxic cells	WHAMMP3
Cytotoxic cells	ZBTB16
NK cells	ADARB1
NK cells	ALDH1B1
NK cells	APBB2
NK cells	ATL2
NK cells	BCL2
NK cells	CDC5L
NK cells	FGF18
NK cells	FUT5
NK cells	FZR1
NK cells	GAGE2A
NK cells	GNAS
NK cells	KANK2
NK cells	LDB3
NK cells	MAPRE3
NK cells	MCM3AP
NK cells	MRC2
NK cells	NCR1
NK cells	PDLIM4
NK cells	PRX
NK cells	PSMD4
NK cells	SLC30A5
NK cells	SMEK1
NK cells	SPN
NK cells	TBXA2R
NK cells	TCTN2
NK cells	TINAGL1
NK cells	TRPV6
NK cells	XCL2
NK cells	ZNF205
NK cells	ZNF528
NK cells	ZNF747
NK CD56bright cells RRAD	DUSP4
NK CD56bright cells RRAD	FOXJ1
NK CD56bright cells RRAD	LPCAT4
NK CD56bright cells RRAD	MADD
NK CD56bright cells RRAD	MARCH6
NK CD56bright cells RRAD	MPPED1
NK CD56bright cells RRAD	MUC3A
NK CD56bright cells RRAD	PLA2G6
NK CD56bright cells RRAD	RRAD
NK CD56bright cells RRAD	TRAPPC9
NK CD56bright cells RRAD	XCL1
NK CD56dim cells	GTF3C1
NK CD56dim cells	GZMB
NK CD56dim cells	IL21R
NK CD56dim cells	KIR2DL3
NK CD56dim cells	KIR2DS4
NK CD56dim cells	KIR3DL1
NK CD56dim cells	KIR3DL2
NK CD56dim cells	KIR3DL3
NK CD56dim cells	PMEPA1
NK CD56dim cells	S1PR5
NK CD56dim cells	SPON2
NK CD56dim cells	TTC38
aDC	CCL1
aDC	EBI3
aDC	IDO1
aDC	LAMP3
aDC	OAS3
iDC	ABCG2
iDC	BLVRB
iDC	CARD9
iDC	CD1A
iDC	CD1B
iDC	CD1C
iDC	CD1E
iDC	CH25H
iDC	CLEC10A
iDC	CSF1R
iDC	CTNS
iDC	DCSTAMP
iDC	F13A1
iDC	FABP4
iDC	FZD2
iDC	GUCA1A
iDC	HS3ST2
iDC	LMAN2L
iDC	MMP12
iDC	MS4A6A
iDC	NUDT9
iDC	PDXK
iDC	PPARG
iDC	PREP
iDC	RAP1GAP
iDC	SLC26A6
iDC	SLC7A8
iDC	SYT17
iDC	TACSTD2
iDC	VASH1
pDC	IL3RA
DC	CCL13
DC	CCL17
DC	CCL22
DC	CD209
DC	HSD11B1
DC	NPR1
DC	PPFIBP2
Macrophages	ANOS1
Macrophages	APOE
Macrophages	ATG7
Macrophages	BCAT1
Macrophages	CCL7
Macrophages	CD163
Macrophages	CD68
Macrophages	CD84
Macrophages	CHI3L1
Macrophages	CHIT1
Macrophages	CLEC5A
Macrophages	COL8A2
Macrophages	COLEC12
Macrophages	CTSK
Macrophages	CXCL5
Macrophages	CYBB
Macrophages	DNASE2B
Macrophages	EMP1
Macrophages	FDX1
Macrophages	FN1
Macrophages	GM2A
Macrophages	GPC4
Macrophages	MARCO
Macrophages	ME1
Macrophages	MS4A4A
Macrophages	MSR1
Macrophages	PCOLCE2
Macrophages	PTGDS
Macrophages	RAI14
Macrophages	SCARB2
Macrophages	SCG5
Macrophages	SGMS1
Macrophages	SULT1C2
Eosinophils	ABHD2
Eosinophils	ACACB
Eosinophils	ADGRE1
Eosinophils	CAT
Eosinophils	CCR3
Eosinophils	CD101
Eosinophils	CLC
Eosinophils	CYSLTR2
Eosinophils	EPN2
Eosinophils	GALC
Eosinophils	HES1
Eosinophils	HIST1H1C
Eosinophils	HRH4
Eosinophils	IL5RA
Eosinophils	KBTBD11
Eosinophils	KCNH2
Eosinophils	LRP5L
Eosinophils	MYO15B
Eosinophils	PTGDR2
Eosinophils	RCOR3
Eosinophils	RNASE2
Eosinophils	RRP12
Eosinophils	SIAH1
Eosinophils	SMPD3
Eosinophils	SYNJ1
Eosinophils	TGIF1
Eosinophils	THBS1
Eosinophils	THBS4
Eosinophils	TIPARP
Eosinophils	TKTL1
Eosinophils	TRMO
Mast cells	ABCC4
Mast cells	ADCYAP1
Mast cells	CALB2
Mast cells	CEACAM8
Mast cells	CMA1
Mast cells	CPA3
Mast cells	CTSG
Mast cells	ELANE
Mast cells	GATA2
Mast cells	HDC
Mast cells	HPGD
Mast cells	HPGDS
Mast cells	KIT
Mast cells	MAOB
Mast cells	MLPH
Mast cells	MPO
Mast cells	MS4A2
Mast cells	NR0B1
Mast cells	PPM1H
Mast cells	PRG2
Mast cells	PTGS1
Mast cells	SCG2
Mast cells	SIGLEC6
Mast cells	SLC18A2
Mast cells	SLC24A3
Mast cells	TAL1
Mast cells	TPSAB1
Mast cells	TPSB2
Mast cells	VWA5A
Neutrophils	ALPL
Neutrophils	BST1
Neutrophils	CD93
Neutrophils	CEACAM3
Neutrophils	CPPED1
Neutrophils	CREB5
Neutrophils	CRISPLD2
Neutrophils	CSF3R
Neutrophils	CXCR1
Neutrophils	CXCR2
Neutrophils	CYP4F3
Neutrophils	DYSF
Neutrophils	FCAR
Neutrophils	FCGR3B
Neutrophils	FPR1
Neutrophils	FPR2
Neutrophils	G0S2
Neutrophils	HIST1H2BC
Neutrophils	HPSE
Neutrophils	KCNJ15
Neutrophils	LILRB2
Neutrophils	MGAM
Neutrophils	MME
Neutrophils	PDE4B
Neutrophils	S100A12
Neutrophils	SIGLEC5
Neutrophils	SLC22A4
Neutrophils	SLC25A37
Neutrophils	TECPR2
Neutrophils	TNFRSF10C
Neutrophils	VNN3
Immune checkpoints	PDCD1
Immune checkpoints	CD274
Immune checkpoints	CTLA4
Immune checkpoints	VISTA
Immune checkpoints	B7H3
Immune checkpoints	TIGIT
Immune checkpoints	TIM3
Immune checkpoints	LAG-3
MHC I	HLA-A
MHC I	HLA-B
MHC I	HLA-C
MHC I	HLA-E
MHC I	HLA-F
MHC I	HLA-G
MHC I	HLA-H
MHC II	HLA-DMA
MHC II	HLA-DMB
MHC II	HLA-DOA
MHC II	HLA-DOB
MHC II	HLA-DPA1
MHC II	HLA-DPB1
MHC II	HLA-DQA1
MHC II	HLA-DQA2
MHC II	HLA-DQB1
MHC II	HLA-DRA
MHC II	HLA-DRB1
MHC II	HLA-DRB3
MHC II	HLA-DRB4
MHC II	HLA-DRB5
